"","workerid","noun","nounclass","slide_number","sense","predicate2","predicate1","class2","response","class1","makes_sense","triple"
"9378",312,"issue","X",20,"no","square","English","shape",0.1,"nationality","no","English square issue"
"9379",312,"book","X",21,"no","historical","spicy","temporal",0.91,"physical","no","spicy historical book"
"9381",312,"offender","X",23,"no","spicy","strict","physical",0.06,"human","no","strict spicy offender"
"9382",312,"shot","X",24,"no","curly","open","physical",0.94,"dimension","no","open curly shot"
"9384",312,"plate","X",26,"no","historical","curly","temporal",0.91,"physical","no","curly historical plate"
"9385",312,"suit","X",27,"no","curly","international","physical",0,"nationality","no","international curly suit"
"9386",312,"nation","X",28,"no","historical","corduroy","temporal",0.99,"material","no","corduroy historical nation"
"9387",312,"lab","X",29,"no","slow","creamy","speed",0.17,"physical","no","creamy slow lab"
"9388",312,"strip","X",30,"no","everyday","Vietnamese","temporal",0.99,"nationality","no","Vietnamese everyday strip"
"9389",312,"tax","X",31,"no","thin","red","dimension",0.9,"color","no","red thin tax"
"9409",313,"source","X",21,"no","lacy","corduroy","physical",1,"material","no","corduroy lacy source"
"9421",314,"place","X",3,"no","everyday","young","temporal",0.52,"age","no","young everyday place"
"9428",314,"vacation","X",10,"no","creative","thick","human",0.45,"dimension","no","thick creative vacation"
"9430",314,"trash","X",12,"no","historical","long","temporal",0.48,"dimension","no","long historical trash"
"9433",314,"shell","X",15,"no","solid","entrepreneurial","physical",0.47,"human","no","entrepreneurial solid shell"
"9436",314,"value","X",18,"no","creative","blonde","human",0.49,"color","no","blonde creative value"
"9437",314,"corporation","X",19,"no","fast","lacy","speed",0.54,"physical","no","lacy fast corporation"
"9455",315,"topic","X",7,"no","designated","white","X",0.39,"color","no","white designated topic"
"9520",317,"country","X",12,"no","creamy","old-time","physical",0.45,"age","no","old-time creamy country"
"9525",317,"citizen","X",17,"no","exciting","slow","value",0.49,"speed","no","slow exciting citizen"
"9551",318,"dough","X",13,"no","national","junior","nationality",0.51,"age","no","junior national dough"
"9552",318,"music","X",14,"no","open","purple","dimension",0.87,"color","no","purple open music"
"9571",319,"room","X",3,"no","red","senior","color",0.49,"age","no","senior red room"
"9573",319,"decision","X",5,"no","daily","curly","temporal",0.5,"physical","no","curly daily decision"
"9586",319,"behavior","X",18,"no","pleasant","purple","value",0.34,"color","no","purple pleasant behavior"
"9593",319,"boat","X",25,"no","lavish","thin","value",0.46,"dimension","no","thin lavish boat"
"9596",319,"conscience","X",28,"no","different","open","X",0.47,"dimension","no","open different conscience"
"9602",320,"weather","X",4,"no","speedy","thick","speed",0.53,"dimension","no","thick speedy weather"
"9605",320,"ride","X",7,"no","mixed","green","X",0.46,"color","no","green mixed ride"
"9606",320,"crime","X",8,"no","corduroy","civilized","material",0.47,"human","no","civilized corduroy crime"
"9607",320,"house","X",9,"no","plain","creamy","value",0.48,"physical","no","creamy plain house"
"9608",320,"death","X",10,"no","prestigious","thin","value",0.52,"dimension","no","thin prestigious death"
"9609",320,"behavior","X",11,"no","narrow","junior","dimension",0.48,"age","no","junior narrow behavior"
"9611",320,"environment","X",13,"no","curly","open","physical",0.45,"dimension","no","open curly environment"
"9612",320,"meat","X",14,"no","purple","senior","color",0.52,"age","no","senior purple meat"
"9614",320,"phrase","X",16,"no","speedy","wooden","speed",0.47,"material","no","wooden speedy phrase"
"9615",320,"word","X",17,"no","frozen","yellow","physical",0.49,"color","no","yellow frozen word"
"9616",320,"truth","X",18,"no","gold","biggest","material",0.48,"dimension","no","biggest gold truth"
"9618",320,"perspective","X",20,"no","wooden","senior","material",0.49,"age","no","senior wooden perspective"
"9620",320,"trunk","X",22,"no","daily","square","temporal",0.49,"shape","no","square daily trunk"
"9621",320,"conversation","X",23,"no","lavish","national","value",0.53,"nationality","no","national lavish conversation"
"9622",320,"sound","X",24,"no","selfish","thick","human",0.51,"dimension","no","thick selfish sound"
"9623",320,"lab","X",25,"no","prestigious","Hispanic","value",0.52,"nationality","no","Hispanic prestigious lab"
"9627",320,"code","X",29,"no","Vietnamese","blonde","nationality",0.5,"color","no","blonde Vietnamese code"
"9628",320,"meat","X",30,"no","speedy","frozen","speed",0.54,"physical","no","frozen speedy meat"
"9631",321,"spirit","X",3,"no","corduroy","junior","material",0.96,"age","no","junior corduroy spirit"
"9633",321,"radio","X",5,"no","civilized","green","human",0.93,"color","no","green civilized radio"
"9638",321,"being","X",10,"no","English","internal","nationality",0.05,"location","no","internal English being"
"9639",321,"child","X",11,"no","mixed","playful","X",0.98,"human","no","playful mixed child"
"9641",321,"life","X",13,"no","last","international","X",0.11,"nationality","no","international last life"
"9642",321,"engine","X",14,"no","frozen","corduroy","physical",0.21,"material","no","corduroy frozen engine"
"9643",321,"dog","X",15,"no","sweet","strict","physical",0.98,"human","no","strict sweet dog"
"9647",321,"service","X",19,"no","fast","lacy","speed",0.07,"physical","no","lacy fast service"
"9649",321,"family","X",21,"no","lacy","open","physical",0.05,"dimension","no","open lacy family"
"9650",321,"grandchild","X",22,"no","lacy","purple","physical",0.95,"color","no","purple lacy grandchild"
"9652",321,"pet","X",24,"no","everyday","red","temporal",0.11,"color","no","red everyday pet"
"9654",321,"area","X",26,"no","overhead","strict","location",0.97,"human","no","strict overhead area"
"9655",321,"film","X",27,"no","token","solid","X",1,"physical","no","solid token film"
"9661",322,"pet","X",3,"no","square","frozen","shape",0,"physical","no","frozen square pet"
"9662",322,"day","X",4,"no","potential","smooth","X",0.08,"physical","no","smooth potential day"
"9665",322,"level","X",7,"no","internal","yellow","location",0,"color","no","yellow internal level"
"9670",322,"luck","X",12,"no","closest","new","location",0.43,"age","no","new closest luck"
"9672",322,"vacation","X",14,"no","best","corduroy","value",0.28,"material","no","corduroy best vacation"
"9675",322,"family","X",17,"no","frozen","junior","physical",0.83,"age","no","junior frozen family"
"9677",322,"banking","X",19,"no","mixed","wooden","X",0.77,"material","no","wooden mixed banking"
"9688",322,"factor","X",30,"no","historical","lacy","temporal",0.83,"physical","no","lacy historical factor"
"9690",322,"joke","X",32,"no","yellow","new","color",0.8,"age","no","new yellow joke"
"9692",323,"hair","X",4,"no","daily","English","temporal",0.48,"nationality","no","English daily hair"
"9696",323,"libertarian","X",8,"no","different","smooth","X",0.48,"physical","no","smooth different libertarian"
"9704",323,"garbage","X",16,"no","potential","wooden","X",0.52,"material","no","wooden potential garbage"
"9708",323,"income","X",20,"no","entrepreneurial","red","human",0.49,"color","no","red entrepreneurial income"
"9712",323,"income","X",24,"no","curly","thin","physical",0.53,"dimension","no","thin curly income"
"9726",324,"letter","X",8,"no","creamy","national","physical",0.04,"nationality","no","national creamy letter"
"9748",324,"word","X",30,"no","civilized","junior","human",0.76,"age","no","junior civilized word"
"9751",325,"computer","X",3,"no","European","blonde","nationality",0.19,"color","no","blonde European computer"
"9766",325,"reinforcement","X",18,"no","fast","smooth","speed",0.09,"physical","no","smooth fast reinforcement"
"9767",325,"bin","X",19,"no","plain","civilized","value",0.27,"human","no","civilized plain bin"
"9768",325,"wood","X",20,"no","daily","yellow","temporal",0.13,"color","no","yellow daily wood"
"9770",325,"reinforcement","X",22,"no","thick","old-time","dimension",0.05,"age","no","old-time thick reinforcement"
"9771",325,"labrador","X",23,"no","entrepreneurial","green","human",0.12,"color","no","green entrepreneurial labrador"
"9774",325,"baby","X",26,"no","pleasant","wooden","value",0.1,"material","no","wooden pleasant baby"
"9816",327,"feeling","X",8,"no","plain","crocheted","value",0.5,"material","no","crocheted plain feeling"
"9831",327,"sound","X",23,"no","internal","yellow","location",0.5,"color","no","yellow internal sound"
"9832",327,"dough","X",24,"no","individual","European","X",0.48,"nationality","no","European individual dough"
"9841",328,"weather","X",3,"no","everyday","frozen","temporal",0.52,"physical","no","frozen everyday weather"
"9844",328,"decision","X",6,"no","frozen","young","physical",0.53,"age","no","young frozen decision"
"9846",328,"sense","X",8,"no","international","blonde","nationality",0.53,"color","no","blonde international sense"
"9851",328,"rib","X",13,"no","current","crocheted","temporal",0.48,"material","no","crocheted current rib"
"9862",328,"policy","X",24,"no","curly","civilized","physical",0.5,"human","no","civilized curly policy"
"9863",328,"family","X",25,"no","thick","black","dimension",0.52,"color","no","black thick family"
"9865",328,"leadership","X",27,"no","pleasant","corduroy","value",0.52,"material","no","corduroy pleasant leadership"
"9866",328,"country","X",28,"no","gold","playful","material",1,"human","no","playful gold country"
"9867",328,"word","X",29,"no","potential","historical","X",0,"temporal","no","historical potential word"
"9868",328,"parent","X",30,"no","historical","slow","temporal",1,"speed","no","slow historical parent"
"9869",328,"brush","X",31,"no","circular","international","shape",0,"nationality","no","international circular brush"
"9870",328,"one","X",32,"no","creamy","professional","physical",1,"human","no","professional creamy one"
"9871",329,"sauce","X",3,"no","lavish","professional","value",0.35,"human","no","professional lavish sauce"
"9872",329,"corporation","X",4,"no","potential","wooden","X",0.78,"material","no","wooden potential corporation"
"9875",329,"place","X",7,"no","lavish","fast","value",0.75,"speed","no","fast lavish place"
"9876",329,"factor","X",8,"no","daily","open","temporal",0.16,"dimension","no","open daily factor"
"9877",329,"teller","X",9,"no","Hispanic","internal","nationality",0.09,"location","no","internal Hispanic teller"
"9883",329,"field","X",15,"no","gold","old-time","material",0.93,"age","no","old-time gold field"
"9891",329,"perspective","X",23,"no","mixed","fast","X",1,"speed","no","fast mixed perspective"
"9893",329,"mouth","X",25,"no","lavish","international","value",0,"nationality","no","international lavish mouth"
"9897",329,"voice","X",29,"no","daily","mini","temporal",1,"dimension","no","mini daily voice"
"9899",329,"weather","X",31,"no","prestigious","smooth","value",0,"physical","no","smooth prestigious weather"
"9903",330,"reason","X",5,"no","favorite","wooden","value",0.54,"material","no","wooden favorite reason"
"9904",330,"boat","X",6,"no","spicy","blonde","physical",0.18,"color","no","blonde spicy boat"
"9907",330,"situation","X",9,"no","prestigious","yellow","value",0.72,"color","no","yellow prestigious situation"
"9908",330,"paper","X",10,"no","English","mini","nationality",0.49,"dimension","no","mini English paper"
"9912",330,"number","X",14,"no","strict","red","human",0.61,"color","no","red strict number"
"9916",330,"feeling","X",18,"no","crocheted","junior","material",0.52,"age","no","junior crocheted feeling"
"9920",330,"fish","X",22,"no","exciting","Hispanic","value",0.59,"nationality","no","Hispanic exciting fish"
"9923",330,"decision","X",25,"no","speedy","crocheted","speed",0.54,"material","no","crocheted speedy decision"
"9927",330,"feeling","X",29,"no","designated","Hispanic","X",0.65,"nationality","no","Hispanic designated feeling"
"9930",330,"town","X",32,"no","selfish","green","human",0.53,"color","no","green selfish town"
"9947",331,"luck","X",19,"no","professional","blue","human",0.73,"color","no","blue professional luck"
"9961",332,"grandfather","X",3,"no","slow","curly","speed",0.45,"physical","no","curly slow grandfather"
"9963",332,"luxury","X",5,"no","thick","white","dimension",0.35,"color","no","white thick luxury"
"9967",332,"background","X",9,"no","playful","blonde","human",0.37,"color","no","blonde playful background"
"9968",332,"sauce","X",10,"no","creamy","sad","physical",0.31,"human","no","sad creamy sauce"
"9970",332,"bin","X",12,"no","daily","old-time","temporal",0.67,"age","no","old-time daily bin"
"9974",332,"music","X",16,"no","different","smooth","X",0.65,"physical","no","smooth different music"
"9976",332,"change","X",18,"no","designated","best","X",0.57,"value","no","best designated change"
"9977",332,"letter","X",19,"no","potential","Japanese","X",0.51,"nationality","no","Japanese potential letter"
"9979",332,"valley","X",21,"no","different","narrow","X",0.51,"dimension","no","narrow different valley"
"9980",332,"grandchild","X",22,"no","individual","overhead","X",0.48,"location","no","overhead individual grandchild"
"9981",332,"ski","X",23,"no","pleasant","old-time","value",0.58,"age","no","old-time pleasant ski"
